"torus","RMNJ"
"465B0","R1D-M1-N10-J05"
"465B1","R1D-M1-N10-J02"
"465C0","R1D-M0-N08-J05"
"465C1","R1D-M0-N08-J02"
"465D0","R1D-M0-N08-J09"
"465D1","R1D-M0-N08-J14"
"465E0","R1D-M0-N10-J09"
"465E1","R1D-M0-N10-J14"
"465F0","R1D-M0-N10-J05"
"465F1","R1D-M0-N10-J02"
"46600","R1C-M0-N09-J05"
"46601","R1C-M0-N09-J02"
"46610","R1C-M0-N09-J09"
"46611","R1C-M0-N09-J14"
"46620","R1C-M0-N11-J09"
"46621","R1C-M0-N11-J14"
"46630","R1C-M0-N11-J05"
"46631","R1C-M0-N11-J02"
"46640","R1C-M1-N09-J05"
"46641","R1C-M1-N09-J02"
"46650","R1C-M1-N09-J09"
"46651","R1C-M1-N09-J14"
"46660","R1C-M1-N11-J09"
"46661","R1C-M1-N11-J14"
"46670","R1C-M1-N11-J05"
"46671","R1C-M1-N11-J02"
"46680","R1D-M1-N09-J05"
"46681","R1D-M1-N09-J02"
"46690","R1D-M1-N09-J09"
"46691","R1D-M1-N09-J14"
"466A0","R1D-M1-N11-J09"
"466A1","R1D-M1-N11-J14"
"466B0","R1D-M1-N11-J05"
"466B1","R1D-M1-N11-J02"
"466C0","R1D-M0-N09-J05"
"466C1","R1D-M0-N09-J02"
"466D0","R1D-M0-N09-J09"
"466D1","R1D-M0-N09-J14"
"466E0","R1D-M0-N11-J09"
"466E1","R1D-M0-N11-J14"
"466F0","R1D-M0-N11-J05"
"466F1","R1D-M0-N11-J02"
"46700","R1C-M0-N09-J04"
"46701","R1C-M0-N09-J03"
"46710","R1C-M0-N09-J08"
"46711","R1C-M0-N09-J15"
"46720","R1C-M0-N11-J08"
"46721","R1C-M0-N11-J15"
"46730","R1C-M0-N11-J04"
"46731","R1C-M0-N11-J03"
"46740","R1C-M1-N09-J04"
"46741","R1C-M1-N09-J03"
"46750","R1C-M1-N09-J08"
"46751","R1C-M1-N09-J15"
"46760","R1C-M1-N11-J08"
"46761","R1C-M1-N11-J15"
"46770","R1C-M1-N11-J04"
"46771","R1C-M1-N11-J03"
"46780","R1D-M1-N09-J04"
"46781","R1D-M1-N09-J03"
"46790","R1D-M1-N09-J08"
"46791","R1D-M1-N09-J15"
"467A0","R1D-M1-N11-J08"
"467A1","R1D-M1-N11-J15"
"467B0","R1D-M1-N11-J04"
"467B1","R1D-M1-N11-J03"
"467C0","R1D-M0-N09-J04"
"467C1","R1D-M0-N09-J03"
"467D0","R1D-M0-N09-J08"
"467D1","R1D-M0-N09-J15"
"467E0","R1D-M0-N11-J08"
"467E1","R1D-M0-N11-J15"
"467F0","R1D-M0-N11-J04"
"467F1","R1D-M0-N11-J03"
"46800","R1E-M0-N08-J04"
"46801","R1E-M0-N08-J03"
"46810","R1E-M0-N08-J08"
"46811","R1E-M0-N08-J15"
"46820","R1E-M0-N10-J08"
"46821","R1E-M0-N10-J15"
"46830","R1E-M0-N10-J04"
"46831","R1E-M0-N10-J03"
"46840","R1E-M1-N08-J04"
"46841","R1E-M1-N08-J03"
"46850","R1E-M1-N08-J08"
"46851","R1E-M1-N08-J15"
"46860","R1E-M1-N10-J08"
"46861","R1E-M1-N10-J15"
"46870","R1E-M1-N10-J04"
"46871","R1E-M1-N10-J03"
"46880","R1F-M1-N08-J04"
"46881","R1F-M1-N08-J03"
"46890","R1F-M1-N08-J08"
"46891","R1F-M1-N08-J15"
"468A0","R1F-M1-N10-J08"
"468A1","R1F-M1-N10-J15"
"468B0","R1F-M1-N10-J04"
"468B1","R1F-M1-N10-J03"
"468C0","R1F-M0-N08-J04"
"468C1","R1F-M0-N08-J03"
"468D0","R1F-M0-N08-J08"
"468D1","R1F-M0-N08-J15"
"468E0","R1F-M0-N10-J08"
"468E1","R1F-M0-N10-J15"
"468F0","R1F-M0-N10-J04"
"468F1","R1F-M0-N10-J03"
"46900","R1E-M0-N08-J05"
"46901","R1E-M0-N08-J02"
"46910","R1E-M0-N08-J09"
"46911","R1E-M0-N08-J14"
"46920","R1E-M0-N10-J09"
"46921","R1E-M0-N10-J14"
"46930","R1E-M0-N10-J05"
"46931","R1E-M0-N10-J02"
"46940","R1E-M1-N08-J05"
"46941","R1E-M1-N08-J02"
"46950","R1E-M1-N08-J09"
"46951","R1E-M1-N08-J14"
"46960","R1E-M1-N10-J09"
"46961","R1E-M1-N10-J14"
"46970","R1E-M1-N10-J05"
"46971","R1E-M1-N10-J02"
"46980","R1F-M1-N08-J05"
"46981","R1F-M1-N08-J02"
"46990","R1F-M1-N08-J09"
"46991","R1F-M1-N08-J14"
"469A0","R1F-M1-N10-J09"
"469A1","R1F-M1-N10-J14"
"469B0","R1F-M1-N10-J05"
"469B1","R1F-M1-N10-J02"
"469C0","R1F-M0-N08-J05"
"469C1","R1F-M0-N08-J02"
"469D0","R1F-M0-N08-J09"
"469D1","R1F-M0-N08-J14"
"469E0","R1F-M0-N10-J09"
"469E1","R1F-M0-N10-J14"
"469F0","R1F-M0-N10-J05"
"469F1","R1F-M0-N10-J02"
"46A00","R1E-M0-N09-J05"
"46A01","R1E-M0-N09-J02"
"46A10","R1E-M0-N09-J09"
"46A11","R1E-M0-N09-J14"
"46A20","R1E-M0-N11-J09"
"46A21","R1E-M0-N11-J14"
"46A30","R1E-M0-N11-J05"
"46A31","R1E-M0-N11-J02"
"46A40","R1E-M1-N09-J05"
"46A41","R1E-M1-N09-J02"
"46A50","R1E-M1-N09-J09"
"46A51","R1E-M1-N09-J14"
"46A60","R1E-M1-N11-J09"
"46A61","R1E-M1-N11-J14"
"46A70","R1E-M1-N11-J05"
"46A71","R1E-M1-N11-J02"
"46A80","R1F-M1-N09-J05"
"46A81","R1F-M1-N09-J02"
"46A90","R1F-M1-N09-J09"
"46A91","R1F-M1-N09-J14"
"46AA0","R1F-M1-N11-J09"
"46AA1","R1F-M1-N11-J14"
"46AB0","R1F-M1-N11-J05"
"46AB1","R1F-M1-N11-J02"
"46AC0","R1F-M0-N09-J05"
"46AC1","R1F-M0-N09-J02"
"46AD0","R1F-M0-N09-J09"
"46AD1","R1F-M0-N09-J14"
"46AE0","R1F-M0-N11-J09"
"46AE1","R1F-M0-N11-J14"
"46AF0","R1F-M0-N11-J05"
"46AF1","R1F-M0-N11-J02"
"46B00","R1E-M0-N09-J04"
"46B01","R1E-M0-N09-J03"
"46B10","R1E-M0-N09-J08"
"46B11","R1E-M0-N09-J15"
"46B20","R1E-M0-N11-J08"
"46B21","R1E-M0-N11-J15"
"46B30","R1E-M0-N11-J04"
"46B31","R1E-M0-N11-J03"
"46B40","R1E-M1-N09-J04"
"46B41","R1E-M1-N09-J03"
"46B50","R1E-M1-N09-J08"
"46B51","R1E-M1-N09-J15"
"46B60","R1E-M1-N11-J08"
"46B61","R1E-M1-N11-J15"
"46B70","R1E-M1-N11-J04"
"46B71","R1E-M1-N11-J03"
"46B80","R1F-M1-N09-J04"
"46B81","R1F-M1-N09-J03"
"46B90","R1F-M1-N09-J08"
"46B91","R1F-M1-N09-J15"
"46BA0","R1F-M1-N11-J08"
"46BA1","R1F-M1-N11-J15"
"46BB0","R1F-M1-N11-J04"
"46BB1","R1F-M1-N11-J03"
"46BC0","R1F-M0-N09-J04"
"46BC1","R1F-M0-N09-J03"
"46BD0","R1F-M0-N09-J08"
"46BD1","R1F-M0-N09-J15"
"46BE0","R1F-M0-N11-J08"
"46BE1","R1F-M0-N11-J15"
"46BF0","R1F-M0-N11-J04"
"46BF1","R1F-M0-N11-J03"
"46C00","R1A-M0-N08-J04"
"46C01","R1A-M0-N08-J03"
"46C10","R1A-M0-N08-J08"
"46C11","R1A-M0-N08-J15"
"46C20","R1A-M0-N10-J08"
"46C21","R1A-M0-N10-J15"
"46C30","R1A-M0-N10-J04"
"46C31","R1A-M0-N10-J03"
"46C40","R1A-M1-N08-J04"
"46C41","R1A-M1-N08-J03"
"46C50","R1A-M1-N08-J08"
"46C51","R1A-M1-N08-J15"
"46C60","R1A-M1-N10-J08"
"46C61","R1A-M1-N10-J15"
"46C70","R1A-M1-N10-J04"
"46C71","R1A-M1-N10-J03"
"46C80","R1B-M1-N08-J04"
"46C81","R1B-M1-N08-J03"
"46C90","R1B-M1-N08-J08"
"46C91","R1B-M1-N08-J15"
"46CA0","R1B-M1-N10-J08"
"46CA1","R1B-M1-N10-J15"
"46CB0","R1B-M1-N10-J04"
"46CB1","R1B-M1-N10-J03"
"46CC0","R1B-M0-N08-J04"
"46CC1","R1B-M0-N08-J03"
"46CD0","R1B-M0-N08-J08"
"46CD1","R1B-M0-N08-J15"
"46CE0","R1B-M0-N10-J08"
"46CE1","R1B-M0-N10-J15"
"46CF0","R1B-M0-N10-J04"
"46CF1","R1B-M0-N10-J03"
"46D00","R1A-M0-N08-J05"
"46D01","R1A-M0-N08-J02"
"46D10","R1A-M0-N08-J09"
"46D11","R1A-M0-N08-J14"
"46D20","R1A-M0-N10-J09"
"46D21","R1A-M0-N10-J14"
"46D30","R1A-M0-N10-J05"
"46D31","R1A-M0-N10-J02"
"46D40","R1A-M1-N08-J05"
"46D41","R1A-M1-N08-J02"
"46D50","R1A-M1-N08-J09"
"46D51","R1A-M1-N08-J14"
"46D60","R1A-M1-N10-J09"
"46D61","R1A-M1-N10-J14"
"46D70","R1A-M1-N10-J05"
"46D71","R1A-M1-N10-J02"
"46D80","R1B-M1-N08-J05"
"46D81","R1B-M1-N08-J02"
"46D90","R1B-M1-N08-J09"
"46D91","R1B-M1-N08-J14"
"46DA0","R1B-M1-N10-J09"
"46DA1","R1B-M1-N10-J14"
"46DB0","R1B-M1-N10-J05"
"46DB1","R1B-M1-N10-J02"
"46DC0","R1B-M0-N08-J05"
"46DC1","R1B-M0-N08-J02"
"46DD0","R1B-M0-N08-J09"
"46DD1","R1B-M0-N08-J14"
"46DE0","R1B-M0-N10-J09"
"46DE1","R1B-M0-N10-J14"
"46DF0","R1B-M0-N10-J05"
"46DF1","R1B-M0-N10-J02"
"46E00","R1A-M0-N09-J05"
"46E01","R1A-M0-N09-J02"
"46E10","R1A-M0-N09-J09"
"46E11","R1A-M0-N09-J14"
"46E20","R1A-M0-N11-J09"
"46E21","R1A-M0-N11-J14"
"46E30","R1A-M0-N11-J05"
"46E31","R1A-M0-N11-J02"
"46E40","R1A-M1-N09-J05"
"46E41","R1A-M1-N09-J02"
"46E50","R1A-M1-N09-J09"
"46E51","R1A-M1-N09-J14"
"46E60","R1A-M1-N11-J09"
"46E61","R1A-M1-N11-J14"
"46E70","R1A-M1-N11-J05"
"46E71","R1A-M1-N11-J02"
"46E80","R1B-M1-N09-J05"
"46E81","R1B-M1-N09-J02"
"46E90","R1B-M1-N09-J09"
"46E91","R1B-M1-N09-J14"
"46EA0","R1B-M1-N11-J09"
"46EA1","R1B-M1-N11-J14"
"46EB0","R1B-M1-N11-J05"
"46EB1","R1B-M1-N11-J02"
"46EC0","R1B-M0-N09-J05"
"46EC1","R1B-M0-N09-J02"
"46ED0","R1B-M0-N09-J09"
"46ED1","R1B-M0-N09-J14"
"46EE0","R1B-M0-N11-J09"
"46EE1","R1B-M0-N11-J14"
"46EF0","R1B-M0-N11-J05"
"46EF1","R1B-M0-N11-J02"
"46F00","R1A-M0-N09-J04"
"46F01","R1A-M0-N09-J03"
"46F10","R1A-M0-N09-J08"
"46F11","R1A-M0-N09-J15"
"46F20","R1A-M0-N11-J08"
"46F21","R1A-M0-N11-J15"
"46F30","R1A-M0-N11-J04"
"46F31","R1A-M0-N11-J03"
"46F40","R1A-M1-N09-J04"
"46F41","R1A-M1-N09-J03"
"46F50","R1A-M1-N09-J08"
"46F51","R1A-M1-N09-J15"
"46F60","R1A-M1-N11-J08"
"46F61","R1A-M1-N11-J15"
"46F70","R1A-M1-N11-J04"
"46F71","R1A-M1-N11-J03"
"46F80","R1B-M1-N09-J04"
"46F81","R1B-M1-N09-J03"
"46F90","R1B-M1-N09-J08"
"46F91","R1B-M1-N09-J15"
"46FA0","R1B-M1-N11-J08"
"46FA1","R1B-M1-N11-J15"
"46FB0","R1B-M1-N11-J04"
"46FB1","R1B-M1-N11-J03"
"46FC0","R1B-M0-N09-J04"
"46FC1","R1B-M0-N09-J03"
"46FD0","R1B-M0-N09-J08"
"46FD1","R1B-M0-N09-J15"
"46FE0","R1B-M0-N11-J08"
"46FE1","R1B-M0-N11-J15"
"46FF0","R1B-M0-N11-J04"
"46FF1","R1B-M0-N11-J03"
"47000","R18-M0-N08-J07"
"47001","R18-M0-N08-J00"
"47010","R18-M0-N08-J11"
"47011","R18-M0-N08-J12"
"47020","R18-M0-N10-J11"
"47021","R18-M0-N10-J12"
"47030","R18-M0-N10-J07"
"47031","R18-M0-N10-J00"
"47040","R18-M1-N08-J07"
"47041","R18-M1-N08-J00"
"47050","R18-M1-N08-J11"
"47051","R18-M1-N08-J12"
"47060","R18-M1-N10-J11"
"47061","R18-M1-N10-J12"
"47070","R18-M1-N10-J07"
"47071","R18-M1-N10-J00"
"47080","R19-M1-N08-J07"
"47081","R19-M1-N08-J00"
"47090","R19-M1-N08-J11"
"47091","R19-M1-N08-J12"
"470A0","R19-M1-N10-J11"
"470A1","R19-M1-N10-J12"
"470B0","R19-M1-N10-J07"
"470B1","R19-M1-N10-J00"
"470C0","R19-M0-N08-J07"
"470C1","R19-M0-N08-J00"
"470D0","R19-M0-N08-J11"
"470D1","R19-M0-N08-J12"
"470E0","R19-M0-N10-J11"
"470E1","R19-M0-N10-J12"
"470F0","R19-M0-N10-J07"
"470F1","R19-M0-N10-J00"
"47100","R18-M0-N08-J06"
"47101","R18-M0-N08-J01"
"47110","R18-M0-N08-J10"
"47111","R18-M0-N08-J13"
"47120","R18-M0-N10-J10"
"47121","R18-M0-N10-J13"
"47130","R18-M0-N10-J06"
"47131","R18-M0-N10-J01"
"47140","R18-M1-N08-J06"
"47141","R18-M1-N08-J01"
"47150","R18-M1-N08-J10"
"47151","R18-M1-N08-J13"
"47160","R18-M1-N10-J10"
"47161","R18-M1-N10-J13"
"47170","R18-M1-N10-J06"
"47171","R18-M1-N10-J01"
"47180","R19-M1-N08-J06"
"47181","R19-M1-N08-J01"
"47190","R19-M1-N08-J10"
"47191","R19-M1-N08-J13"
"471A0","R19-M1-N10-J10"
"471A1","R19-M1-N10-J13"
"471B0","R19-M1-N10-J06"
"471B1","R19-M1-N10-J01"
"471C0","R19-M0-N08-J06"
"471C1","R19-M0-N08-J01"
"471D0","R19-M0-N08-J10"
"471D1","R19-M0-N08-J13"
"471E0","R19-M0-N10-J10"
"471E1","R19-M0-N10-J13"
"471F0","R19-M0-N10-J06"
"471F1","R19-M0-N10-J01"
"47200","R18-M0-N09-J06"
"47201","R18-M0-N09-J01"
"47210","R18-M0-N09-J10"
"47211","R18-M0-N09-J13"
"47220","R18-M0-N11-J10"
"47221","R18-M0-N11-J13"
"47230","R18-M0-N11-J06"
"47231","R18-M0-N11-J01"
"47240","R18-M1-N09-J06"
"47241","R18-M1-N09-J01"
"47250","R18-M1-N09-J10"
"47251","R18-M1-N09-J13"
"47260","R18-M1-N11-J10"
"47261","R18-M1-N11-J13"
"47270","R18-M1-N11-J06"
"47271","R18-M1-N11-J01"
"47280","R19-M1-N09-J06"
"47281","R19-M1-N09-J01"
"47290","R19-M1-N09-J10"
"47291","R19-M1-N09-J13"
"472A0","R19-M1-N11-J10"
"472A1","R19-M1-N11-J13"
"472B0","R19-M1-N11-J06"
"472B1","R19-M1-N11-J01"
"472C0","R19-M0-N09-J06"
"472C1","R19-M0-N09-J01"
"472D0","R19-M0-N09-J10"
"472D1","R19-M0-N09-J13"
"472E0","R19-M0-N11-J10"
"472E1","R19-M0-N11-J13"
"472F0","R19-M0-N11-J06"
"472F1","R19-M0-N11-J01"
"47300","R18-M0-N09-J07"
"47301","R18-M0-N09-J00"
"47310","R18-M0-N09-J11"
"47311","R18-M0-N09-J12"
"47320","R18-M0-N11-J11"
"47321","R18-M0-N11-J12"
"47330","R18-M0-N11-J07"
"47331","R18-M0-N11-J00"
"47340","R18-M1-N09-J07"
"47341","R18-M1-N09-J00"
"47350","R18-M1-N09-J11"
"47351","R18-M1-N09-J12"
"47360","R18-M1-N11-J11"
"47361","R18-M1-N11-J12"
"47370","R18-M1-N11-J07"
"47371","R18-M1-N11-J00"
"47380","R19-M1-N09-J07"
"47381","R19-M1-N09-J00"
"47390","R19-M1-N09-J11"
"47391","R19-M1-N09-J12"
"473A0","R19-M1-N11-J11"
"473A1","R19-M1-N11-J12"
"473B0","R19-M1-N11-J07"
"473B1","R19-M1-N11-J00"
"473C0","R19-M0-N09-J07"
"473C1","R19-M0-N09-J00"
"473D0","R19-M0-N09-J11"
"473D1","R19-M0-N09-J12"
"473E0","R19-M0-N11-J11"
"473E1","R19-M0-N11-J12"
"473F0","R19-M0-N11-J07"
"473F1","R19-M0-N11-J00"
"47400","R1C-M0-N08-J07"
"47401","R1C-M0-N08-J00"
"47410","R1C-M0-N08-J11"
"47411","R1C-M0-N08-J12"
"47420","R1C-M0-N10-J11"
"47421","R1C-M0-N10-J12"
"47430","R1C-M0-N10-J07"
"47431","R1C-M0-N10-J00"
"47440","R1C-M1-N08-J07"
"47441","R1C-M1-N08-J00"
"47450","R1C-M1-N08-J11"
"47451","R1C-M1-N08-J12"
"47460","R1C-M1-N10-J11"
"47461","R1C-M1-N10-J12"
"47470","R1C-M1-N10-J07"
"47471","R1C-M1-N10-J00"
"47480","R1D-M1-N08-J07"
"47481","R1D-M1-N08-J00"
"47490","R1D-M1-N08-J11"
"47491","R1D-M1-N08-J12"
"474A0","R1D-M1-N10-J11"
"474A1","R1D-M1-N10-J12"
"474B0","R1D-M1-N10-J07"
"474B1","R1D-M1-N10-J00"
"474C0","R1D-M0-N08-J07"
"474C1","R1D-M0-N08-J00"
"474D0","R1D-M0-N08-J11"
"474D1","R1D-M0-N08-J12"
"474E0","R1D-M0-N10-J11"
"474E1","R1D-M0-N10-J12"
"474F0","R1D-M0-N10-J07"
"474F1","R1D-M0-N10-J00"
"47500","R1C-M0-N08-J06"
"47501","R1C-M0-N08-J01"
"47510","R1C-M0-N08-J10"
"47511","R1C-M0-N08-J13"
"47520","R1C-M0-N10-J10"
"47521","R1C-M0-N10-J13"
"47530","R1C-M0-N10-J06"
"47531","R1C-M0-N10-J01"
"47540","R1C-M1-N08-J06"
"47541","R1C-M1-N08-J01"
"47550","R1C-M1-N08-J10"
"47551","R1C-M1-N08-J13"
"47560","R1C-M1-N10-J10"
"47561","R1C-M1-N10-J13"
"47570","R1C-M1-N10-J06"
"47571","R1C-M1-N10-J01"
"47580","R1D-M1-N08-J06"
"47581","R1D-M1-N08-J01"
"47590","R1D-M1-N08-J10"
"47591","R1D-M1-N08-J13"
"475A0","R1D-M1-N10-J10"
"475A1","R1D-M1-N10-J13"
"475B0","R1D-M1-N10-J06"
"475B1","R1D-M1-N10-J01"
"475C0","R1D-M0-N08-J06"
"475C1","R1D-M0-N08-J01"
"475D0","R1D-M0-N08-J10"
"475D1","R1D-M0-N08-J13"
"475E0","R1D-M0-N10-J10"
"475E1","R1D-M0-N10-J13"
"475F0","R1D-M0-N10-J06"
"475F1","R1D-M0-N10-J01"
"47600","R1C-M0-N09-J06"
"47601","R1C-M0-N09-J01"
"47610","R1C-M0-N09-J10"
"47611","R1C-M0-N09-J13"
"47620","R1C-M0-N11-J10"
"47621","R1C-M0-N11-J13"
"47630","R1C-M0-N11-J06"
"47631","R1C-M0-N11-J01"
"47640","R1C-M1-N09-J06"
"47641","R1C-M1-N09-J01"
"47650","R1C-M1-N09-J10"
"47651","R1C-M1-N09-J13"
"47660","R1C-M1-N11-J10"
"47661","R1C-M1-N11-J13"
"47670","R1C-M1-N11-J06"
"47671","R1C-M1-N11-J01"
"47680","R1D-M1-N09-J06"
"47681","R1D-M1-N09-J01"
"47690","R1D-M1-N09-J10"
"47691","R1D-M1-N09-J13"
"476A0","R1D-M1-N11-J10"
"476A1","R1D-M1-N11-J13"
"476B0","R1D-M1-N11-J06"
"476B1","R1D-M1-N11-J01"
"476C0","R1D-M0-N09-J06"
"476C1","R1D-M0-N09-J01"
"476D0","R1D-M0-N09-J10"
"476D1","R1D-M0-N09-J13"
"476E0","R1D-M0-N11-J10"
"476E1","R1D-M0-N11-J13"
"476F0","R1D-M0-N11-J06"
"476F1","R1D-M0-N11-J01"
"47700","R1C-M0-N09-J07"
"47701","R1C-M0-N09-J00"
"47710","R1C-M0-N09-J11"
"47711","R1C-M0-N09-J12"
"47720","R1C-M0-N11-J11"
"47721","R1C-M0-N11-J12"
"47730","R1C-M0-N11-J07"
"47731","R1C-M0-N11-J00"
"47740","R1C-M1-N09-J07"
"47741","R1C-M1-N09-J00"
"47750","R1C-M1-N09-J11"
"47751","R1C-M1-N09-J12"
"47760","R1C-M1-N11-J11"
"47761","R1C-M1-N11-J12"
"47770","R1C-M1-N11-J07"
"47771","R1C-M1-N11-J00"
"47780","R1D-M1-N09-J07"
"47781","R1D-M1-N09-J00"
"47790","R1D-M1-N09-J11"
"47791","R1D-M1-N09-J12"
"477A0","R1D-M1-N11-J11"
"477A1","R1D-M1-N11-J12"
"477B0","R1D-M1-N11-J07"
"477B1","R1D-M1-N11-J00"
"477C0","R1D-M0-N09-J07"
"477C1","R1D-M0-N09-J00"
"477D0","R1D-M0-N09-J11"
"477D1","R1D-M0-N09-J12"
"477E0","R1D-M0-N11-J11"
"477E1","R1D-M0-N11-J12"
"477F0","R1D-M0-N11-J07"
"477F1","R1D-M0-N11-J00"
"47800","R1E-M0-N08-J07"
"47801","R1E-M0-N08-J00"
"47810","R1E-M0-N08-J11"
"47811","R1E-M0-N08-J12"
"47820","R1E-M0-N10-J11"
"47821","R1E-M0-N10-J12"
"47830","R1E-M0-N10-J07"
"47831","R1E-M0-N10-J00"
"47840","R1E-M1-N08-J07"
"47841","R1E-M1-N08-J00"
"47850","R1E-M1-N08-J11"
"47851","R1E-M1-N08-J12"
"47860","R1E-M1-N10-J11"
"47861","R1E-M1-N10-J12"
"47870","R1E-M1-N10-J07"
"47871","R1E-M1-N10-J00"
"47880","R1F-M1-N08-J07"
"47881","R1F-M1-N08-J00"
"47890","R1F-M1-N08-J11"
"47891","R1F-M1-N08-J12"
"478A0","R1F-M1-N10-J11"
"478A1","R1F-M1-N10-J12"
"478B0","R1F-M1-N10-J07"
"478B1","R1F-M1-N10-J00"
"478C0","R1F-M0-N08-J07"
"478C1","R1F-M0-N08-J00"
"478D0","R1F-M0-N08-J11"
"478D1","R1F-M0-N08-J12"
"478E0","R1F-M0-N10-J11"
"478E1","R1F-M0-N10-J12"
"478F0","R1F-M0-N10-J07"
"478F1","R1F-M0-N10-J00"
"47900","R1E-M0-N08-J06"
"47901","R1E-M0-N08-J01"
"47910","R1E-M0-N08-J10"
"47911","R1E-M0-N08-J13"
"47920","R1E-M0-N10-J10"
"47921","R1E-M0-N10-J13"
"47930","R1E-M0-N10-J06"
"47931","R1E-M0-N10-J01"
"47940","R1E-M1-N08-J06"
"47941","R1E-M1-N08-J01"
"47950","R1E-M1-N08-J10"
"47951","R1E-M1-N08-J13"
"47960","R1E-M1-N10-J10"
"47961","R1E-M1-N10-J13"
"47970","R1E-M1-N10-J06"
"47971","R1E-M1-N10-J01"
"47980","R1F-M1-N08-J06"
"47981","R1F-M1-N08-J01"
"47990","R1F-M1-N08-J10"
"47991","R1F-M1-N08-J13"
"479A0","R1F-M1-N10-J10"
"479A1","R1F-M1-N10-J13"
"479B0","R1F-M1-N10-J06"
"479B1","R1F-M1-N10-J01"
"479C0","R1F-M0-N08-J06"
"479C1","R1F-M0-N08-J01"
"479D0","R1F-M0-N08-J10"
"479D1","R1F-M0-N08-J13"
"479E0","R1F-M0-N10-J10"
"479E1","R1F-M0-N10-J13"
"479F0","R1F-M0-N10-J06"
"479F1","R1F-M0-N10-J01"
"47A00","R1E-M0-N09-J06"
"47A01","R1E-M0-N09-J01"
"47A10","R1E-M0-N09-J10"
"47A11","R1E-M0-N09-J13"
"47A20","R1E-M0-N11-J10"
"47A21","R1E-M0-N11-J13"
"47A30","R1E-M0-N11-J06"
"47A31","R1E-M0-N11-J01"
"47A40","R1E-M1-N09-J06"
"47A41","R1E-M1-N09-J01"
"47A50","R1E-M1-N09-J10"
"47A51","R1E-M1-N09-J13"
"47A60","R1E-M1-N11-J10"
"47A61","R1E-M1-N11-J13"
"47A70","R1E-M1-N11-J06"
"47A71","R1E-M1-N11-J01"
"47A80","R1F-M1-N09-J06"
"47A81","R1F-M1-N09-J01"
"47A90","R1F-M1-N09-J10"
"47A91","R1F-M1-N09-J13"
"47AA0","R1F-M1-N11-J10"
"47AA1","R1F-M1-N11-J13"
"47AB0","R1F-M1-N11-J06"
"47AB1","R1F-M1-N11-J01"
"47AC0","R1F-M0-N09-J06"
"47AC1","R1F-M0-N09-J01"
"47AD0","R1F-M0-N09-J10"
"47AD1","R1F-M0-N09-J13"
"47AE0","R1F-M0-N11-J10"
"47AE1","R1F-M0-N11-J13"
"47AF0","R1F-M0-N11-J06"
"47AF1","R1F-M0-N11-J01"
"47B00","R1E-M0-N09-J07"
"47B01","R1E-M0-N09-J00"
"47B10","R1E-M0-N09-J11"
"47B11","R1E-M0-N09-J12"
"47B20","R1E-M0-N11-J11"
"47B21","R1E-M0-N11-J12"
"47B30","R1E-M0-N11-J07"
"47B31","R1E-M0-N11-J00"
"47B40","R1E-M1-N09-J07"
"47B41","R1E-M1-N09-J00"
"47B50","R1E-M1-N09-J11"
"47B51","R1E-M1-N09-J12"
"47B60","R1E-M1-N11-J11"
"47B61","R1E-M1-N11-J12"
"47B70","R1E-M1-N11-J07"
"47B71","R1E-M1-N11-J00"
"47B80","R1F-M1-N09-J07"
"47B81","R1F-M1-N09-J00"
"47B90","R1F-M1-N09-J11"
"47B91","R1F-M1-N09-J12"
"47BA0","R1F-M1-N11-J11"
"47BA1","R1F-M1-N11-J12"
"47BB0","R1F-M1-N11-J07"
"47BB1","R1F-M1-N11-J00"
"47BC0","R1F-M0-N09-J07"
"47BC1","R1F-M0-N09-J00"
"47BD0","R1F-M0-N09-J11"
"47BD1","R1F-M0-N09-J12"
"47BE0","R1F-M0-N11-J11"
"47BE1","R1F-M0-N11-J12"
"47BF0","R1F-M0-N11-J07"
"47BF1","R1F-M0-N11-J00"
"47C00","R1A-M0-N08-J07"
"47C01","R1A-M0-N08-J00"
"47C10","R1A-M0-N08-J11"
"47C11","R1A-M0-N08-J12"
"47C20","R1A-M0-N10-J11"
"47C21","R1A-M0-N10-J12"
"47C30","R1A-M0-N10-J07"
"47C31","R1A-M0-N10-J00"
"47C40","R1A-M1-N08-J07"
"47C41","R1A-M1-N08-J00"
"47C50","R1A-M1-N08-J11"
"47C51","R1A-M1-N08-J12"
"47C60","R1A-M1-N10-J11"
"47C61","R1A-M1-N10-J12"
"47C70","R1A-M1-N10-J07"
"47C71","R1A-M1-N10-J00"
"47C80","R1B-M1-N08-J07"
"47C81","R1B-M1-N08-J00"
"47C90","R1B-M1-N08-J11"
"47C91","R1B-M1-N08-J12"
"47CA0","R1B-M1-N10-J11"
"47CA1","R1B-M1-N10-J12"
"47CB0","R1B-M1-N10-J07"
"47CB1","R1B-M1-N10-J00"
"47CC0","R1B-M0-N08-J07"
"47CC1","R1B-M0-N08-J00"
"47CD0","R1B-M0-N08-J11"
"47CD1","R1B-M0-N08-J12"
"47CE0","R1B-M0-N10-J11"
"47CE1","R1B-M0-N10-J12"
"47CF0","R1B-M0-N10-J07"
"47CF1","R1B-M0-N10-J00"
"47D00","R1A-M0-N08-J06"
"47D01","R1A-M0-N08-J01"
"47D10","R1A-M0-N08-J10"
"47D11","R1A-M0-N08-J13"
"47D20","R1A-M0-N10-J10"
"47D21","R1A-M0-N10-J13"
