"torus","RMNJ"
"44DE1","R1B-M0-N02-J10"
"44DF0","R1B-M0-N02-J01"
"44DF1","R1B-M0-N02-J06"
"44E00","R1A-M0-N01-J01"
"44E01","R1A-M0-N01-J06"
"44E10","R1A-M0-N01-J13"
"44E11","R1A-M0-N01-J10"
"44E20","R1A-M0-N03-J13"
"44E21","R1A-M0-N03-J10"
"44E30","R1A-M0-N03-J01"
"44E31","R1A-M0-N03-J06"
"44E40","R1A-M1-N01-J01"
"44E41","R1A-M1-N01-J06"
"44E50","R1A-M1-N01-J13"
"44E51","R1A-M1-N01-J10"
"44E60","R1A-M1-N03-J13"
"44E61","R1A-M1-N03-J10"
"44E70","R1A-M1-N03-J01"
"44E71","R1A-M1-N03-J06"
"44E80","R1B-M1-N01-J01"
"44E81","R1B-M1-N01-J06"
"44E90","R1B-M1-N01-J13"
"44E91","R1B-M1-N01-J10"
"44EA0","R1B-M1-N03-J13"
"44EA1","R1B-M1-N03-J10"
"44EB0","R1B-M1-N03-J01"
"44EB1","R1B-M1-N03-J06"
"44EC0","R1B-M0-N01-J01"
"44EC1","R1B-M0-N01-J06"
"44ED0","R1B-M0-N01-J13"
"44ED1","R1B-M0-N01-J10"
"44EE0","R1B-M0-N03-J13"
"44EE1","R1B-M0-N03-J10"
"44EF0","R1B-M0-N03-J01"
"44EF1","R1B-M0-N03-J06"
"44F00","R1A-M0-N01-J00"
"44F01","R1A-M0-N01-J07"
"44F10","R1A-M0-N01-J12"
"44F11","R1A-M0-N01-J11"
"44F20","R1A-M0-N03-J12"
"44F21","R1A-M0-N03-J11"
"44F30","R1A-M0-N03-J00"
"44F31","R1A-M0-N03-J07"
"44F40","R1A-M1-N01-J00"
"44F41","R1A-M1-N01-J07"
"44F50","R1A-M1-N01-J12"
"44F51","R1A-M1-N01-J11"
"44F60","R1A-M1-N03-J12"
"44F61","R1A-M1-N03-J11"
"44F70","R1A-M1-N03-J00"
"44F71","R1A-M1-N03-J07"
"44F80","R1B-M1-N01-J00"
"44F81","R1B-M1-N01-J07"
"44F90","R1B-M1-N01-J12"
"44F91","R1B-M1-N01-J11"
"44FA0","R1B-M1-N03-J12"
"44FA1","R1B-M1-N03-J11"
"44FB0","R1B-M1-N03-J00"
"44FB1","R1B-M1-N03-J07"
"44FC0","R1B-M0-N01-J00"
"44FC1","R1B-M0-N01-J07"
"44FD0","R1B-M0-N01-J12"
"44FD1","R1B-M0-N01-J11"
"44FE0","R1B-M0-N03-J12"
"44FE1","R1B-M0-N03-J11"
"44FF0","R1B-M0-N03-J00"
"44FF1","R1B-M0-N03-J07"
"45000","R18-M0-N00-J03"
"45001","R18-M0-N00-J04"
"45010","R18-M0-N00-J15"
"45011","R18-M0-N00-J08"
"45020","R18-M0-N02-J15"
"45021","R18-M0-N02-J08"
"45030","R18-M0-N02-J03"
"45031","R18-M0-N02-J04"
"45040","R18-M1-N00-J03"
"45041","R18-M1-N00-J04"
"45050","R18-M1-N00-J15"
"45051","R18-M1-N00-J08"
"45060","R18-M1-N02-J15"
"45061","R18-M1-N02-J08"
"45070","R18-M1-N02-J03"
"45071","R18-M1-N02-J04"
"45080","R19-M1-N00-J03"
"45081","R19-M1-N00-J04"
"45090","R19-M1-N00-J15"
"45091","R19-M1-N00-J08"
"450A0","R19-M1-N02-J15"
"450A1","R19-M1-N02-J08"
"450B0","R19-M1-N02-J03"
"450B1","R19-M1-N02-J04"
"450C0","R19-M0-N00-J03"
"450C1","R19-M0-N00-J04"
"450D0","R19-M0-N00-J15"
"450D1","R19-M0-N00-J08"
"450E0","R19-M0-N02-J15"
"450E1","R19-M0-N02-J08"
"450F0","R19-M0-N02-J03"
"450F1","R19-M0-N02-J04"
"45100","R18-M0-N00-J02"
"45101","R18-M0-N00-J05"
"45110","R18-M0-N00-J14"
"45111","R18-M0-N00-J09"
"45120","R18-M0-N02-J14"
"45121","R18-M0-N02-J09"
"45130","R18-M0-N02-J02"
"45131","R18-M0-N02-J05"
"45140","R18-M1-N00-J02"
"45141","R18-M1-N00-J05"
"45150","R18-M1-N00-J14"
"45151","R18-M1-N00-J09"
"45160","R18-M1-N02-J14"
"45161","R18-M1-N02-J09"
"45170","R18-M1-N02-J02"
"45171","R18-M1-N02-J05"
"45180","R19-M1-N00-J02"
"45181","R19-M1-N00-J05"
"45190","R19-M1-N00-J14"
"45191","R19-M1-N00-J09"
"451A0","R19-M1-N02-J14"
"451A1","R19-M1-N02-J09"
"451B0","R19-M1-N02-J02"
"451B1","R19-M1-N02-J05"
"451C0","R19-M0-N00-J02"
"451C1","R19-M0-N00-J05"
"451D0","R19-M0-N00-J14"
"451D1","R19-M0-N00-J09"
"451E0","R19-M0-N02-J14"
"451E1","R19-M0-N02-J09"
"451F0","R19-M0-N02-J02"
"451F1","R19-M0-N02-J05"
"45200","R18-M0-N01-J02"
"45201","R18-M0-N01-J05"
"45210","R18-M0-N01-J14"
"45211","R18-M0-N01-J09"
"45220","R18-M0-N03-J14"
"45221","R18-M0-N03-J09"
"45230","R18-M0-N03-J02"
"45231","R18-M0-N03-J05"
"45240","R18-M1-N01-J02"
"45241","R18-M1-N01-J05"
"45250","R18-M1-N01-J14"
"45251","R18-M1-N01-J09"
"45260","R18-M1-N03-J14"
"45261","R18-M1-N03-J09"
"45270","R18-M1-N03-J02"
"45271","R18-M1-N03-J05"
"45280","R19-M1-N01-J02"
"45281","R19-M1-N01-J05"
"45290","R19-M1-N01-J14"
"45291","R19-M1-N01-J09"
"452A0","R19-M1-N03-J14"
"452A1","R19-M1-N03-J09"
"452B0","R19-M1-N03-J02"
"452B1","R19-M1-N03-J05"
"452C0","R19-M0-N01-J02"
"452C1","R19-M0-N01-J05"
"452D0","R19-M0-N01-J14"
"452D1","R19-M0-N01-J09"
"452E0","R19-M0-N03-J14"
"452E1","R19-M0-N03-J09"
"452F0","R19-M0-N03-J02"
"452F1","R19-M0-N03-J05"
"45300","R18-M0-N01-J03"
"45301","R18-M0-N01-J04"
"45310","R18-M0-N01-J15"
"45311","R18-M0-N01-J08"
"45320","R18-M0-N03-J15"
"45321","R18-M0-N03-J08"
"45330","R18-M0-N03-J03"
"45331","R18-M0-N03-J04"
"45340","R18-M1-N01-J03"
"45341","R18-M1-N01-J04"
"45350","R18-M1-N01-J15"
"45351","R18-M1-N01-J08"
"45360","R18-M1-N03-J15"
"45361","R18-M1-N03-J08"
"45370","R18-M1-N03-J03"
"45371","R18-M1-N03-J04"
"45380","R19-M1-N01-J03"
"45381","R19-M1-N01-J04"
"45390","R19-M1-N01-J15"
"45391","R19-M1-N01-J08"
"453A0","R19-M1-N03-J15"
"453A1","R19-M1-N03-J08"
"453B0","R19-M1-N03-J03"
"453B1","R19-M1-N03-J04"
"453C0","R19-M0-N01-J03"
"453C1","R19-M0-N01-J04"
"453D0","R19-M0-N01-J15"
"453D1","R19-M0-N01-J08"
"453E0","R19-M0-N03-J15"
"453E1","R19-M0-N03-J08"
"453F0","R19-M0-N03-J03"
"453F1","R19-M0-N03-J04"
"45400","R1C-M0-N00-J03"
"45401","R1C-M0-N00-J04"
"45410","R1C-M0-N00-J15"
"45411","R1C-M0-N00-J08"
"45420","R1C-M0-N02-J15"
"45421","R1C-M0-N02-J08"
"45430","R1C-M0-N02-J03"
"45431","R1C-M0-N02-J04"
"45440","R1C-M1-N00-J03"
"45441","R1C-M1-N00-J04"
"45450","R1C-M1-N00-J15"
"45451","R1C-M1-N00-J08"
"45460","R1C-M1-N02-J15"
"45461","R1C-M1-N02-J08"
"45470","R1C-M1-N02-J03"
"45471","R1C-M1-N02-J04"
"45480","R1D-M1-N00-J03"
"45481","R1D-M1-N00-J04"
"45490","R1D-M1-N00-J15"
"45491","R1D-M1-N00-J08"
"454A0","R1D-M1-N02-J15"
"454A1","R1D-M1-N02-J08"
"454B0","R1D-M1-N02-J03"
"454B1","R1D-M1-N02-J04"
"454C0","R1D-M0-N00-J03"
"454C1","R1D-M0-N00-J04"
"454D0","R1D-M0-N00-J15"
"454D1","R1D-M0-N00-J08"
"454E0","R1D-M0-N02-J15"
"454E1","R1D-M0-N02-J08"
"454F0","R1D-M0-N02-J03"
"454F1","R1D-M0-N02-J04"
"45500","R1C-M0-N00-J02"
"45501","R1C-M0-N00-J05"
"45510","R1C-M0-N00-J14"
"45511","R1C-M0-N00-J09"
"45520","R1C-M0-N02-J14"
"45521","R1C-M0-N02-J09"
"45530","R1C-M0-N02-J02"
"45531","R1C-M0-N02-J05"
"45540","R1C-M1-N00-J02"
"45541","R1C-M1-N00-J05"
"45550","R1C-M1-N00-J14"
"45551","R1C-M1-N00-J09"
"45560","R1C-M1-N02-J14"
"45561","R1C-M1-N02-J09"
"45570","R1C-M1-N02-J02"
"45571","R1C-M1-N02-J05"
"45580","R1D-M1-N00-J02"
"45581","R1D-M1-N00-J05"
"45590","R1D-M1-N00-J14"
"45591","R1D-M1-N00-J09"
"455A0","R1D-M1-N02-J14"
"455A1","R1D-M1-N02-J09"
"455B0","R1D-M1-N02-J02"
"455B1","R1D-M1-N02-J05"
"455C0","R1D-M0-N00-J02"
"455C1","R1D-M0-N00-J05"
"455D0","R1D-M0-N00-J14"
"455D1","R1D-M0-N00-J09"
"455E0","R1D-M0-N02-J14"
"455E1","R1D-M0-N02-J09"
"455F0","R1D-M0-N02-J02"
"455F1","R1D-M0-N02-J05"
"45600","R1C-M0-N01-J02"
"45601","R1C-M0-N01-J05"
"45610","R1C-M0-N01-J14"
"45611","R1C-M0-N01-J09"
"45620","R1C-M0-N03-J14"
"45621","R1C-M0-N03-J09"
"45630","R1C-M0-N03-J02"
"45631","R1C-M0-N03-J05"
"45640","R1C-M1-N01-J02"
"45641","R1C-M1-N01-J05"
"45650","R1C-M1-N01-J14"
"45651","R1C-M1-N01-J09"
"45660","R1C-M1-N03-J14"
"45661","R1C-M1-N03-J09"
"45670","R1C-M1-N03-J02"
"45671","R1C-M1-N03-J05"
"45680","R1D-M1-N01-J02"
"45681","R1D-M1-N01-J05"
"45690","R1D-M1-N01-J14"
"45691","R1D-M1-N01-J09"
"456A0","R1D-M1-N03-J14"
"456A1","R1D-M1-N03-J09"
"456B0","R1D-M1-N03-J02"
"456B1","R1D-M1-N03-J05"
"456C0","R1D-M0-N01-J02"
"456C1","R1D-M0-N01-J05"
"456D0","R1D-M0-N01-J14"
"456D1","R1D-M0-N01-J09"
"456E0","R1D-M0-N03-J14"
"456E1","R1D-M0-N03-J09"
"456F0","R1D-M0-N03-J02"
"456F1","R1D-M0-N03-J05"
"45700","R1C-M0-N01-J03"
"45701","R1C-M0-N01-J04"
"45710","R1C-M0-N01-J15"
"45711","R1C-M0-N01-J08"
"45720","R1C-M0-N03-J15"
"45721","R1C-M0-N03-J08"
"45730","R1C-M0-N03-J03"
"45731","R1C-M0-N03-J04"
"45740","R1C-M1-N01-J03"
"45741","R1C-M1-N01-J04"
"45750","R1C-M1-N01-J15"
"45751","R1C-M1-N01-J08"
"45760","R1C-M1-N03-J15"
"45761","R1C-M1-N03-J08"
"45770","R1C-M1-N03-J03"
"45771","R1C-M1-N03-J04"
"45780","R1D-M1-N01-J03"
"45781","R1D-M1-N01-J04"
"45790","R1D-M1-N01-J15"
"45791","R1D-M1-N01-J08"
"457A0","R1D-M1-N03-J15"
"457A1","R1D-M1-N03-J08"
"457B0","R1D-M1-N03-J03"
"457B1","R1D-M1-N03-J04"
"457C0","R1D-M0-N01-J03"
"457C1","R1D-M0-N01-J04"
"457D0","R1D-M0-N01-J15"
"457D1","R1D-M0-N01-J08"
"457E0","R1D-M0-N03-J15"
"457E1","R1D-M0-N03-J08"
"457F0","R1D-M0-N03-J03"
"457F1","R1D-M0-N03-J04"
"45800","R1E-M0-N00-J03"
"45801","R1E-M0-N00-J04"
"45810","R1E-M0-N00-J15"
"45811","R1E-M0-N00-J08"
"45820","R1E-M0-N02-J15"
"45821","R1E-M0-N02-J08"
"45830","R1E-M0-N02-J03"
"45831","R1E-M0-N02-J04"
"45840","R1E-M1-N00-J03"
"45841","R1E-M1-N00-J04"
"45850","R1E-M1-N00-J15"
"45851","R1E-M1-N00-J08"
"45860","R1E-M1-N02-J15"
"45861","R1E-M1-N02-J08"
"45870","R1E-M1-N02-J03"
"45871","R1E-M1-N02-J04"
"45880","R1F-M1-N00-J03"
"45881","R1F-M1-N00-J04"
"45890","R1F-M1-N00-J15"
"45891","R1F-M1-N00-J08"
"458A0","R1F-M1-N02-J15"
"458A1","R1F-M1-N02-J08"
"458B0","R1F-M1-N02-J03"
"458B1","R1F-M1-N02-J04"
"458C0","R1F-M0-N00-J03"
"458C1","R1F-M0-N00-J04"
"458D0","R1F-M0-N00-J15"
"458D1","R1F-M0-N00-J08"
"458E0","R1F-M0-N02-J15"
"458E1","R1F-M0-N02-J08"
"458F0","R1F-M0-N02-J03"
"458F1","R1F-M0-N02-J04"
"45900","R1E-M0-N00-J02"
"45901","R1E-M0-N00-J05"
"45910","R1E-M0-N00-J14"
"45911","R1E-M0-N00-J09"
"45920","R1E-M0-N02-J14"
"45921","R1E-M0-N02-J09"
"45930","R1E-M0-N02-J02"
"45931","R1E-M0-N02-J05"
"45940","R1E-M1-N00-J02"
"45941","R1E-M1-N00-J05"
"45950","R1E-M1-N00-J14"
"45951","R1E-M1-N00-J09"
"45960","R1E-M1-N02-J14"
"45961","R1E-M1-N02-J09"
"45970","R1E-M1-N02-J02"
"45971","R1E-M1-N02-J05"
"45980","R1F-M1-N00-J02"
"45981","R1F-M1-N00-J05"
"45990","R1F-M1-N00-J14"
"45991","R1F-M1-N00-J09"
"459A0","R1F-M1-N02-J14"
"459A1","R1F-M1-N02-J09"
"459B0","R1F-M1-N02-J02"
"459B1","R1F-M1-N02-J05"
"459C0","R1F-M0-N00-J02"
"459C1","R1F-M0-N00-J05"
"459D0","R1F-M0-N00-J14"
"459D1","R1F-M0-N00-J09"
"459E0","R1F-M0-N02-J14"
"459E1","R1F-M0-N02-J09"
"459F0","R1F-M0-N02-J02"
"459F1","R1F-M0-N02-J05"
"45A00","R1E-M0-N01-J02"
"45A01","R1E-M0-N01-J05"
"45A10","R1E-M0-N01-J14"
"45A11","R1E-M0-N01-J09"
"45A20","R1E-M0-N03-J14"
"45A21","R1E-M0-N03-J09"
"45A30","R1E-M0-N03-J02"
"45A31","R1E-M0-N03-J05"
"45A40","R1E-M1-N01-J02"
"45A41","R1E-M1-N01-J05"
"45A50","R1E-M1-N01-J14"
"45A51","R1E-M1-N01-J09"
"45A60","R1E-M1-N03-J14"
"45A61","R1E-M1-N03-J09"
"45A70","R1E-M1-N03-J02"
"45A71","R1E-M1-N03-J05"
"45A80","R1F-M1-N01-J02"
"45A81","R1F-M1-N01-J05"
"45A90","R1F-M1-N01-J14"
"45A91","R1F-M1-N01-J09"
"45AA0","R1F-M1-N03-J14"
"45AA1","R1F-M1-N03-J09"
"45AB0","R1F-M1-N03-J02"
"45AB1","R1F-M1-N03-J05"
"45AC0","R1F-M0-N01-J02"
"45AC1","R1F-M0-N01-J05"
"45AD0","R1F-M0-N01-J14"
"45AD1","R1F-M0-N01-J09"
"45AE0","R1F-M0-N03-J14"
"45AE1","R1F-M0-N03-J09"
"45AF0","R1F-M0-N03-J02"
"45AF1","R1F-M0-N03-J05"
"45B00","R1E-M0-N01-J03"
"45B01","R1E-M0-N01-J04"
"45B10","R1E-M0-N01-J15"
"45B11","R1E-M0-N01-J08"
"45B20","R1E-M0-N03-J15"
"45B21","R1E-M0-N03-J08"
"45B30","R1E-M0-N03-J03"
"45B31","R1E-M0-N03-J04"
"45B40","R1E-M1-N01-J03"
"45B41","R1E-M1-N01-J04"
"45B50","R1E-M1-N01-J15"
"45B51","R1E-M1-N01-J08"
"45B60","R1E-M1-N03-J15"
"45B61","R1E-M1-N03-J08"
"45B70","R1E-M1-N03-J03"
"45B71","R1E-M1-N03-J04"
"45B80","R1F-M1-N01-J03"
"45B81","R1F-M1-N01-J04"
"45B90","R1F-M1-N01-J15"
"45B91","R1F-M1-N01-J08"
"45BA0","R1F-M1-N03-J15"
"45BA1","R1F-M1-N03-J08"
"45BB0","R1F-M1-N03-J03"
"45BB1","R1F-M1-N03-J04"
"45BC0","R1F-M0-N01-J03"
"45BC1","R1F-M0-N01-J04"
"45BD0","R1F-M0-N01-J15"
"45BD1","R1F-M0-N01-J08"
"45BE0","R1F-M0-N03-J15"
"45BE1","R1F-M0-N03-J08"
"45BF0","R1F-M0-N03-J03"
"45BF1","R1F-M0-N03-J04"
"45C00","R1A-M0-N00-J03"
"45C01","R1A-M0-N00-J04"
"45C10","R1A-M0-N00-J15"
"45C11","R1A-M0-N00-J08"
"45C20","R1A-M0-N02-J15"
"45C21","R1A-M0-N02-J08"
"45C30","R1A-M0-N02-J03"
"45C31","R1A-M0-N02-J04"
"45C40","R1A-M1-N00-J03"
"45C41","R1A-M1-N00-J04"
"45C50","R1A-M1-N00-J15"
"45C51","R1A-M1-N00-J08"
"45C60","R1A-M1-N02-J15"
"45C61","R1A-M1-N02-J08"
"45C70","R1A-M1-N02-J03"
"45C71","R1A-M1-N02-J04"
"45C80","R1B-M1-N00-J03"
"45C81","R1B-M1-N00-J04"
"45C90","R1B-M1-N00-J15"
"45C91","R1B-M1-N00-J08"
"45CA0","R1B-M1-N02-J15"
"45CA1","R1B-M1-N02-J08"
"45CB0","R1B-M1-N02-J03"
"45CB1","R1B-M1-N02-J04"
"45CC0","R1B-M0-N00-J03"
"45CC1","R1B-M0-N00-J04"
"45CD0","R1B-M0-N00-J15"
"45CD1","R1B-M0-N00-J08"
"45CE0","R1B-M0-N02-J15"
"45CE1","R1B-M0-N02-J08"
"45CF0","R1B-M0-N02-J03"
"45CF1","R1B-M0-N02-J04"
"45D00","R1A-M0-N00-J02"
"45D01","R1A-M0-N00-J05"
"45D10","R1A-M0-N00-J14"
"45D11","R1A-M0-N00-J09"
"45D20","R1A-M0-N02-J14"
"45D21","R1A-M0-N02-J09"
"45D30","R1A-M0-N02-J02"
"45D31","R1A-M0-N02-J05"
"45D40","R1A-M1-N00-J02"
"45D41","R1A-M1-N00-J05"
"45D50","R1A-M1-N00-J14"
"45D51","R1A-M1-N00-J09"
"45D60","R1A-M1-N02-J14"
"45D61","R1A-M1-N02-J09"
"45D70","R1A-M1-N02-J02"
"45D71","R1A-M1-N02-J05"
"45D80","R1B-M1-N00-J02"
"45D81","R1B-M1-N00-J05"
"45D90","R1B-M1-N00-J14"
"45D91","R1B-M1-N00-J09"
"45DA0","R1B-M1-N02-J14"
"45DA1","R1B-M1-N02-J09"
"45DB0","R1B-M1-N02-J02"
"45DB1","R1B-M1-N02-J05"
"45DC0","R1B-M0-N00-J02"
"45DC1","R1B-M0-N00-J05"
"45DD0","R1B-M0-N00-J14"
"45DD1","R1B-M0-N00-J09"
"45DE0","R1B-M0-N02-J14"
"45DE1","R1B-M0-N02-J09"
"45DF0","R1B-M0-N02-J02"
"45DF1","R1B-M0-N02-J05"
"45E00","R1A-M0-N01-J02"
"45E01","R1A-M0-N01-J05"
"45E10","R1A-M0-N01-J14"
"45E11","R1A-M0-N01-J09"
"45E20","R1A-M0-N03-J14"
"45E21","R1A-M0-N03-J09"
"45E30","R1A-M0-N03-J02"
"45E31","R1A-M0-N03-J05"
"45E40","R1A-M1-N01-J02"
"45E41","R1A-M1-N01-J05"
"45E50","R1A-M1-N01-J14"
"45E51","R1A-M1-N01-J09"
"45E60","R1A-M1-N03-J14"
"45E61","R1A-M1-N03-J09"
"45E70","R1A-M1-N03-J02"
"45E71","R1A-M1-N03-J05"
"45E80","R1B-M1-N01-J02"
"45E81","R1B-M1-N01-J05"
"45E90","R1B-M1-N01-J14"
"45E91","R1B-M1-N01-J09"
"45EA0","R1B-M1-N03-J14"
"45EA1","R1B-M1-N03-J09"
"45EB0","R1B-M1-N03-J02"
"45EB1","R1B-M1-N03-J05"
"45EC0","R1B-M0-N01-J02"
"45EC1","R1B-M0-N01-J05"
"45ED0","R1B-M0-N01-J14"
"45ED1","R1B-M0-N01-J09"
"45EE0","R1B-M0-N03-J14"
"45EE1","R1B-M0-N03-J09"
"45EF0","R1B-M0-N03-J02"
"45EF1","R1B-M0-N03-J05"
"45F00","R1A-M0-N01-J03"
"45F01","R1A-M0-N01-J04"
"45F10","R1A-M0-N01-J15"
"45F11","R1A-M0-N01-J08"
"45F20","R1A-M0-N03-J15"
"45F21","R1A-M0-N03-J08"
"45F30","R1A-M0-N03-J03"
"45F31","R1A-M0-N03-J04"
"45F40","R1A-M1-N01-J03"
"45F41","R1A-M1-N01-J04"
"45F50","R1A-M1-N01-J15"
"45F51","R1A-M1-N01-J08"
"45F60","R1A-M1-N03-J15"
"45F61","R1A-M1-N03-J08"
"45F70","R1A-M1-N03-J03"
"45F71","R1A-M1-N03-J04"
"45F80","R1B-M1-N01-J03"
"45F81","R1B-M1-N01-J04"
"45F90","R1B-M1-N01-J15"
"45F91","R1B-M1-N01-J08"
"45FA0","R1B-M1-N03-J15"
"45FA1","R1B-M1-N03-J08"
"45FB0","R1B-M1-N03-J03"
"45FB1","R1B-M1-N03-J04"
"45FC0","R1B-M0-N01-J03"
"45FC1","R1B-M0-N01-J04"
"45FD0","R1B-M0-N01-J15"
"45FD1","R1B-M0-N01-J08"
"45FE0","R1B-M0-N03-J15"
"45FE1","R1B-M0-N03-J08"
"45FF0","R1B-M0-N03-J03"
"45FF1","R1B-M0-N03-J04"
"46000","R18-M0-N08-J04"
"46001","R18-M0-N08-J03"
"46010","R18-M0-N08-J08"
"46011","R18-M0-N08-J15"
"46020","R18-M0-N10-J08"
"46021","R18-M0-N10-J15"
"46030","R18-M0-N10-J04"
"46031","R18-M0-N10-J03"
"46040","R18-M1-N08-J04"
"46041","R18-M1-N08-J03"
"46050","R18-M1-N08-J08"
"46051","R18-M1-N08-J15"
"46060","R18-M1-N10-J08"
"46061","R18-M1-N10-J15"
"46070","R18-M1-N10-J04"
"46071","R18-M1-N10-J03"
"46080","R19-M1-N08-J04"
"46081","R19-M1-N08-J03"
"46090","R19-M1-N08-J08"
"46091","R19-M1-N08-J15"
"460A0","R19-M1-N10-J08"
"460A1","R19-M1-N10-J15"
"460B0","R19-M1-N10-J04"
"460B1","R19-M1-N10-J03"
"460C0","R19-M0-N08-J04"
"460C1","R19-M0-N08-J03"
"460D0","R19-M0-N08-J08"
"460D1","R19-M0-N08-J15"
"460E0","R19-M0-N10-J08"
"460E1","R19-M0-N10-J15"
"460F0","R19-M0-N10-J04"
"460F1","R19-M0-N10-J03"
"46100","R18-M0-N08-J05"
"46101","R18-M0-N08-J02"
"46110","R18-M0-N08-J09"
"46111","R18-M0-N08-J14"
"46120","R18-M0-N10-J09"
"46121","R18-M0-N10-J14"
"46130","R18-M0-N10-J05"
"46131","R18-M0-N10-J02"
"46140","R18-M1-N08-J05"
"46141","R18-M1-N08-J02"
"46150","R18-M1-N08-J09"
"46151","R18-M1-N08-J14"
"46160","R18-M1-N10-J09"
"46161","R18-M1-N10-J14"
"46170","R18-M1-N10-J05"
"46171","R18-M1-N10-J02"
"46180","R19-M1-N08-J05"
"46181","R19-M1-N08-J02"
"46190","R19-M1-N08-J09"
"46191","R19-M1-N08-J14"
"461A0","R19-M1-N10-J09"
"461A1","R19-M1-N10-J14"
"461B0","R19-M1-N10-J05"
"461B1","R19-M1-N10-J02"
"461C0","R19-M0-N08-J05"
"461C1","R19-M0-N08-J02"
"461D0","R19-M0-N08-J09"
"461D1","R19-M0-N08-J14"
"461E0","R19-M0-N10-J09"
"461E1","R19-M0-N10-J14"
"461F0","R19-M0-N10-J05"
"461F1","R19-M0-N10-J02"
"46200","R18-M0-N09-J05"
"46201","R18-M0-N09-J02"
"46210","R18-M0-N09-J09"
"46211","R18-M0-N09-J14"
"46220","R18-M0-N11-J09"
"46221","R18-M0-N11-J14"
"46230","R18-M0-N11-J05"
"46231","R18-M0-N11-J02"
"46240","R18-M1-N09-J05"
"46241","R18-M1-N09-J02"
"46250","R18-M1-N09-J09"
"46251","R18-M1-N09-J14"
"46260","R18-M1-N11-J09"
"46261","R18-M1-N11-J14"
"46270","R18-M1-N11-J05"
"46271","R18-M1-N11-J02"
"46280","R19-M1-N09-J05"
"46281","R19-M1-N09-J02"
"46290","R19-M1-N09-J09"
"46291","R19-M1-N09-J14"
"462A0","R19-M1-N11-J09"
"462A1","R19-M1-N11-J14"
"462B0","R19-M1-N11-J05"
"462B1","R19-M1-N11-J02"
"462C0","R19-M0-N09-J05"
"462C1","R19-M0-N09-J02"
"462D0","R19-M0-N09-J09"
"462D1","R19-M0-N09-J14"
"462E0","R19-M0-N11-J09"
"462E1","R19-M0-N11-J14"
"462F0","R19-M0-N11-J05"
"462F1","R19-M0-N11-J02"
"46300","R18-M0-N09-J04"
"46301","R18-M0-N09-J03"
"46310","R18-M0-N09-J08"
"46311","R18-M0-N09-J15"
"46320","R18-M0-N11-J08"
"46321","R18-M0-N11-J15"
"46330","R18-M0-N11-J04"
"46331","R18-M0-N11-J03"
"46340","R18-M1-N09-J04"
"46341","R18-M1-N09-J03"
"46350","R18-M1-N09-J08"
"46351","R18-M1-N09-J15"
"46360","R18-M1-N11-J08"
"46361","R18-M1-N11-J15"
"46370","R18-M1-N11-J04"
"46371","R18-M1-N11-J03"
"46380","R19-M1-N09-J04"
"46381","R19-M1-N09-J03"
"46390","R19-M1-N09-J08"
"46391","R19-M1-N09-J15"
"463A0","R19-M1-N11-J08"
"463A1","R19-M1-N11-J15"
"463B0","R19-M1-N11-J04"
"463B1","R19-M1-N11-J03"
"463C0","R19-M0-N09-J04"
"463C1","R19-M0-N09-J03"
"463D0","R19-M0-N09-J08"
"463D1","R19-M0-N09-J15"
"463E0","R19-M0-N11-J08"
"463E1","R19-M0-N11-J15"
"463F0","R19-M0-N11-J04"
"463F1","R19-M0-N11-J03"
"46400","R1C-M0-N08-J04"
"46401","R1C-M0-N08-J03"
"46410","R1C-M0-N08-J08"
"46411","R1C-M0-N08-J15"
"46420","R1C-M0-N10-J08"
"46421","R1C-M0-N10-J15"
"46430","R1C-M0-N10-J04"
"46431","R1C-M0-N10-J03"
"46440","R1C-M1-N08-J04"
"46441","R1C-M1-N08-J03"
"46450","R1C-M1-N08-J08"
"46451","R1C-M1-N08-J15"
"46460","R1C-M1-N10-J08"
"46461","R1C-M1-N10-J15"
"46470","R1C-M1-N10-J04"
"46471","R1C-M1-N10-J03"
"46480","R1D-M1-N08-J04"
"46481","R1D-M1-N08-J03"
"46490","R1D-M1-N08-J08"
"46491","R1D-M1-N08-J15"
"464A0","R1D-M1-N10-J08"
"464A1","R1D-M1-N10-J15"
"464B0","R1D-M1-N10-J04"
"464B1","R1D-M1-N10-J03"
"464C0","R1D-M0-N08-J04"
"464C1","R1D-M0-N08-J03"
"464D0","R1D-M0-N08-J08"
"464D1","R1D-M0-N08-J15"
"464E0","R1D-M0-N10-J08"
"464E1","R1D-M0-N10-J15"
"464F0","R1D-M0-N10-J04"
"464F1","R1D-M0-N10-J03"
"46500","R1C-M0-N08-J05"
"46501","R1C-M0-N08-J02"
"46510","R1C-M0-N08-J09"
"46511","R1C-M0-N08-J14"
"46520","R1C-M0-N10-J09"
"46521","R1C-M0-N10-J14"
"46530","R1C-M0-N10-J05"
"46531","R1C-M0-N10-J02"
"46540","R1C-M1-N08-J05"
"46541","R1C-M1-N08-J02"
"46550","R1C-M1-N08-J09"
"46551","R1C-M1-N08-J14"
"46560","R1C-M1-N10-J09"
"46561","R1C-M1-N10-J14"
"46570","R1C-M1-N10-J05"
"46571","R1C-M1-N10-J02"
"46580","R1D-M1-N08-J05"
"46581","R1D-M1-N08-J02"
"46590","R1D-M1-N08-J09"
"46591","R1D-M1-N08-J14"
"465A0","R1D-M1-N10-J09"
"465A1","R1D-M1-N10-J14"
